lead_id,lead_created_date,lead_source,agent_id,agent_name,property_type,neighborhood,listing_price,funnel_stage,closed,close_date,days_to_close,commission_rate,commission_amount,lost_reason,days_since_last_contact,at_risk_lead
L10955,2025-07-21,Social Media,A107,Vikram Singh,Single Family,Maple Grove,366043.46,Contacted,False,,,,,Chose competitor,8.0,False
L10956,2025-01-28,Website,A106,Divya Kapoor,Condo,Sunset Hills,228713.73,Contacted,False,,,,,Price too high,13.0,False
L10957,2025-07-18,Referral,A100,Priya Sharma,Multi-Family,Maple Grove,534728.5,Showing Scheduled,False,,,,,Changed mind,10.0,False
L10958,2025-05-27,Zillow,A109,Aditya Verma,Single Family,Pinecrest,381352.6,Showing Completed,False,,,,,Chose competitor,0.0,False
L10959,2025-07-02,Website,A113,Rahul Chawla,Condo,Sunset Hills,212457.71,Showing Scheduled,False,,,,,Went cold / unresponsive,27.0,True
L10960,2025-02-17,Open House,A113,Rahul Chawla,Single Family,Lakeview,421610.96,Contacted,False,,,,,Went cold / unresponsive,6.0,False
L10961,2025-04-04,Referral,A109,Aditya Verma,Single Family,Harborview,509722.17,Contacted,False,,,,,Still in progress,8.0,False
L10962,2025-03-28,Referral,A100,Priya Sharma,Townhouse,Oakridge,276499.55,Showing Completed,False,,,,,Changed mind,9.0,False
L10963,2025-01-08,Social Media,A114,Tanvi Joshi,Single Family,Oakridge,390756.26,Contacted,False,,,,,Price too high,3.0,False
L10964,2025-02-08,Website,A106,Divya Kapoor,Single Family,Oakridge,244778.1,Contacted,False,,,,,Still in progress,6.0,False
L10965,2025-11-06,Social Media,A106,Divya Kapoor,Condo,Maple Grove,215119.22,Offer Made,False,,,,,Chose competitor,1.0,False
L10966,2025-10-30,Website,A109,Aditya Verma,Townhouse,Maple Grove,291544.82,Contacted,False,,,,,Price too high,0.0,False
L10967,2025-08-13,Zillow,A101,Rohan Mehta,Condo,Maple Grove,234189.38,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10968,2025-07-25,Zillow,A110,Ishita Bose,Townhouse,Sunset Hills,334692.6,Offer Made,False,,,,,Chose competitor,4.0,False
L10969,2025-02-18,Zillow,A114,Tanvi Joshi,Multi-Family,Pinecrest,648915.88,Contacted,False,,,,,Went cold / unresponsive,6.0,False
L10970,2025-01-23,Zillow,A102,Ananya Iyer,Condo,Pinecrest,281243.13,Closed,True,2025-03-07,43.0,0.028,7874.81,,,False
L10971,2025-10-04,Referral,A102,Ananya Iyer,Single Family,Sunset Hills,562829.48,Showing Completed,False,,,,,Went cold / unresponsive,0.0,False
L10972,2025-07-29,Walk-in,A107,Vikram Singh,Townhouse,Sunset Hills,286694.03,Contacted,False,,,,,Financing fell through,0.0,False
L10973,2025-06-08,Referral,A101,Rohan Mehta,Condo,Harborview,491763.71,Showing Completed,False,,,,,Chose competitor,9.0,False
L10974,2025-10-22,Walk-in,A111,Sameer Khan,Condo,Riverside Heights,345626.35,Showing Completed,False,,,,,Financing fell through,2.0,False
L10975,2025-05-20,Open House,A113,Rahul Chawla,Townhouse,Lakeview,455675.31,Showing Completed,False,,,,,Financing fell through,5.0,False
L10976,2025-07-26,Social Media,A106,Divya Kapoor,Single Family,Riverside Heights,371426.04,Offer Made,False,,,,,Financing fell through,5.0,False
L10977,2025-10-18,Zillow,A103,Karan Malhotra,Townhouse,Pinecrest,310566.78,Contacted,False,,,,,Price too high,1.0,False
L10978,2025-09-01,Website,A104,Sneha Rao,Single Family,Harborview,538087.33,Contacted,False,,,,,Chose competitor,2.0,False
L10979,2025-04-22,Zillow,A102,Ananya Iyer,Single Family,Maple Grove,337705.87,Closed,True,2025-06-09,48.0,0.028,9455.76,,,False
L10980,2025-03-03,Zillow,A101,Rohan Mehta,Condo,Oakridge,240620.2,Contacted,False,,,,,Chose competitor,7.0,False
L10981,2025-09-08,Referral,A109,Aditya Verma,Townhouse,Harborview,405080.17,Closed,True,2025-11-25,78.0,0.028,11342.24,,,False
L10982,2025-03-06,Website,A106,Divya Kapoor,Multi-Family,Lakeview,538676.25,Closed,True,2025-05-07,62.0,0.028,15082.94,,,False
L10983,2025-09-04,Website,A107,Vikram Singh,Single Family,Maple Grove,446431.43,Showing Scheduled,False,,,,,Price too high,11.0,False
L10984,2025-05-28,Website,A109,Aditya Verma,Multi-Family,Sunset Hills,545146.1,Offer Made,False,,,,,Chose competitor,5.0,False
L10985,2025-01-01,Social Media,A101,Rohan Mehta,Multi-Family,Maple Grove,477093.31,Contacted,False,,,,,Changed mind,6.0,False
L10986,2025-11-21,Website,A109,Aditya Verma,Multi-Family,Harborview,742025.39,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L10987,2025-02-05,Website,A112,Pooja Reddy,Condo,Sunset Hills,301102.71,Showing Completed,False,,,,,Still in progress,3.0,False
L10988,2025-12-04,Zillow,A101,Rohan Mehta,Townhouse,Riverside Heights,423931.05,Closed,True,2026-01-27,54.0,0.028,11870.07,,,False
L10989,2025-01-23,Zillow,A108,Neha Gupta,Single Family,Riverside Heights,510691.69,Contacted,False,,,,,Chose competitor,5.0,False
L10990,2025-05-29,Walk-in,A114,Tanvi Joshi,Single Family,Riverside Heights,520163.03,Contacted,False,,,,,Chose competitor,4.0,False
L10991,2025-05-14,Referral,A102,Ananya Iyer,Multi-Family,Sunset Hills,400599.39,Showing Completed,False,,,,,Changed mind,6.0,False
L10992,2025-03-07,Walk-in,A114,Tanvi Joshi,Townhouse,Sunset Hills,342368.58,Showing Completed,False,,,,,Financing fell through,3.0,False
L10993,2025-09-20,Website,A109,Aditya Verma,Townhouse,Sunset Hills,388228.6,Contacted,False,,,,,Changed mind,20.0,False
L10994,2025-04-02,Referral,A105,Arjun Nair,Townhouse,Sunset Hills,405257.9,Lead (Uncontacted),False,,,,,Never contacted,8.0,False
L10995,2025-01-14,Referral,A101,Rohan Mehta,Condo,Downtown Core,365095.72,Closed,True,2025-02-16,33.0,0.028,10222.68,,,False
L10996,2025-12-07,Zillow,A100,Priya Sharma,Townhouse,Oakridge,388491.09,Showing Completed,False,,,,,Still in progress,6.0,False
L10997,2025-08-12,Social Media,A112,Pooja Reddy,Single Family,Riverside Heights,528729.02,Contacted,False,,,,,Went cold / unresponsive,5.0,False
L10998,2025-03-27,Website,A105,Arjun Nair,Townhouse,Lakeview,522642.47,Showing Scheduled,False,,,,,Went cold / unresponsive,30.0,True
L10999,2025-07-26,Referral,A104,Sneha Rao,Single Family,Oakridge,324443.65,Closed,True,2025-09-12,48.0,0.028,9084.42,,,False
L11000,2025-06-22,Open House,A104,Sneha Rao,Single Family,Downtown Core,581018.6,Lead (Uncontacted),False,,,,,Never contacted,11.0,False
L11001,2025-01-26,Social Media,A109,Aditya Verma,Townhouse,Downtown Core,515030.57,Showing Completed,False,,,,,Still in progress,36.0,True
L11002,2025-09-23,Open House,A110,Ishita Bose,Single Family,Harborview,608445.28,Closed,True,2025-11-01,39.0,0.028,17036.47,,,False
L11003,2025-09-16,Zillow,A107,Vikram Singh,Condo,Riverside Heights,350961.25,Showing Completed,False,,,,,Went cold / unresponsive,8.0,False
L11004,2025-11-06,Social Media,A111,Sameer Khan,Single Family,Downtown Core,569016.4,Showing Completed,False,,,,,Chose competitor,2.0,False
L11005,2025-06-19,Website,A110,Ishita Bose,Single Family,Sunset Hills,355088.32,Offer Made,False,,,,,Went cold / unresponsive,12.0,False
L11006,2025-10-06,Open House,A107,Vikram Singh,Townhouse,Sunset Hills,354125.91,Showing Completed,False,,,,,Chose competitor,15.0,False
L11007,2025-10-08,Zillow,A106,Divya Kapoor,Condo,Harborview,360154.46,Showing Completed,False,,,,,Financing fell through,9.0,False
L11008,2025-05-14,Zillow,A110,Ishita Bose,Townhouse,Harborview,433812.75,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L11009,2025-01-21,Referral,A112,Pooja Reddy,Townhouse,Sunset Hills,347861.21,Closed,True,2025-02-26,36.0,0.028,9740.11,,,False
L11010,2025-01-23,Website,A110,Ishita Bose,Townhouse,Riverside Heights,512024.95,Closed,True,2025-02-17,25.0,0.028,14336.7,,,False
L11011,2025-02-10,Referral,A109,Aditya Verma,Single Family,Pinecrest,367108.53,Contacted,False,,,,,Financing fell through,26.0,True
L11012,2025-04-08,Website,A109,Aditya Verma,Townhouse,Sunset Hills,325103.29,Contacted,False,,,,,Still in progress,37.0,True
L11013,2025-02-21,Social Media,A101,Rohan Mehta,Townhouse,Riverside Heights,489118.35,Showing Completed,False,,,,,Still in progress,1.0,False
L11014,2025-07-20,Walk-in,A109,Aditya Verma,Single Family,Riverside Heights,500668.61,Contacted,False,,,,,Went cold / unresponsive,9.0,False
L11015,2025-02-19,Referral,A106,Divya Kapoor,Single Family,Maple Grove,388523.73,Showing Completed,False,,,,,Went cold / unresponsive,20.0,False
L11016,2025-02-06,Zillow,A110,Ishita Bose,Single Family,Oakridge,382582.41,Showing Scheduled,False,,,,,Still in progress,1.0,False
L11017,2025-09-20,Referral,A104,Sneha Rao,Single Family,Harborview,508577.56,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L11018,2025-01-16,Zillow,A108,Neha Gupta,Townhouse,Oakridge,292037.5,Showing Scheduled,False,,,,,Financing fell through,14.0,False
L11019,2025-01-28,Walk-in,A104,Sneha Rao,Condo,Oakridge,165597.6,Contacted,False,,,,,Financing fell through,6.0,False
L11020,2025-08-27,Social Media,A105,Arjun Nair,Single Family,Maple Grove,391556.67,Offer Made,False,,,,,Chose competitor,13.0,False
L11021,2025-03-12,Walk-in,A110,Ishita Bose,Townhouse,Sunset Hills,469697.51,Offer Made,False,,,,,Chose competitor,2.0,False
L11022,2025-03-25,Referral,A100,Priya Sharma,Townhouse,Downtown Core,375426.95,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L11023,2025-04-23,Zillow,A102,Ananya Iyer,Multi-Family,Harborview,675547.14,Showing Scheduled,False,,,,,Price too high,1.0,False
L11024,2025-09-25,Open House,A111,Sameer Khan,Townhouse,Harborview,295964.69,Contacted,False,,,,,Price too high,1.0,False
L11025,2025-12-25,Referral,A100,Priya Sharma,Single Family,Sunset Hills,434218.35,Contacted,False,,,,,Price too high,10.0,False
L11026,2025-02-25,Open House,A110,Ishita Bose,Single Family,Riverside Heights,444563.44,Closed,True,2025-03-25,28.0,0.028,12447.78,,,False
L11027,2025-02-09,Zillow,A112,Pooja Reddy,Condo,Maple Grove,301055.4,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L11028,2025-05-19,Website,A102,Ananya Iyer,Townhouse,Riverside Heights,474695.12,Showing Completed,False,,,,,Price too high,13.0,False
L11029,2025-12-25,Referral,A109,Aditya Verma,Single Family,Lakeview,405256.14,Showing Completed,False,,,,,Chose competitor,12.0,False
L11030,2025-09-30,Open House,A110,Ishita Bose,Single Family,Oakridge,306994.06,Contacted,False,,,,,Changed mind,13.0,False
L11031,2025-11-22,Open House,A103,Karan Malhotra,Condo,Oakridge,289902.73,Contacted,False,,,,,Financing fell through,11.0,False
L11032,2025-01-20,Zillow,A102,Ananya Iyer,Single Family,Sunset Hills,499384.39,Showing Scheduled,False,,,,,Went cold / unresponsive,24.0,True
L11033,2025-03-14,Website,A110,Ishita Bose,Single Family,Sunset Hills,463516.65,Contacted,False,,,,,Chose competitor,15.0,False
L11034,2025-07-01,Zillow,A112,Pooja Reddy,Single Family,Oakridge,394895.49,Contacted,False,,,,,Price too high,4.0,False
L11035,2025-09-04,Walk-in,A100,Priya Sharma,Multi-Family,Pinecrest,409200.18,Showing Completed,False,,,,,Went cold / unresponsive,10.0,False
L11036,2025-08-11,Walk-in,A101,Rohan Mehta,Townhouse,Sunset Hills,348967.65,Showing Completed,False,,,,,Price too high,30.0,True
L11037,2025-06-18,Referral,A110,Ishita Bose,Condo,Lakeview,334919.26,Lead (Uncontacted),False,,,,,Never contacted,19.0,False
L11038,2025-01-16,Zillow,A103,Karan Malhotra,Single Family,Downtown Core,615295.92,Lead (Uncontacted),False,,,,,Never contacted,8.0,False
L11039,2025-12-26,Social Media,A109,Aditya Verma,Condo,Maple Grove,291934.87,Contacted,False,,,,,Chose competitor,1.0,False
L11040,2025-08-20,Social Media,A108,Neha Gupta,Townhouse,Maple Grove,390367.75,Showing Completed,False,,,,,Went cold / unresponsive,8.0,False
L11041,2025-01-17,Zillow,A106,Divya Kapoor,Single Family,Harborview,543846.74,Contacted,False,,,,,Price too high,2.0,False
L11042,2025-11-28,Website,A112,Pooja Reddy,Condo,Maple Grove,326289.6,Contacted,False,,,,,Chose competitor,17.0,False
L11043,2025-04-03,Zillow,A114,Tanvi Joshi,Single Family,Maple Grove,528641.52,Showing Completed,False,,,,,Went cold / unresponsive,10.0,False
L11044,2025-02-02,Open House,A110,Ishita Bose,Single Family,Oakridge,438787.4,Showing Completed,False,,,,,Still in progress,11.0,False
L11045,2025-01-05,Zillow,A111,Sameer Khan,Condo,Lakeview,220458.02,Contacted,False,,,,,Still in progress,1.0,False
L11046,2025-05-22,Referral,A106,Divya Kapoor,Townhouse,Riverside Heights,613462.11,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L11047,2025-04-16,Zillow,A106,Divya Kapoor,Single Family,Pinecrest,370590.0,Closed,True,2025-05-06,20.0,0.028,10376.52,,,False
L11048,2025-04-16,Social Media,A100,Priya Sharma,Condo,Harborview,479715.97,Offer Made,False,,,,,Still in progress,29.0,True
L11049,2025-04-02,Walk-in,A104,Sneha Rao,Multi-Family,Downtown Core,706743.96,Contacted,False,,,,,Still in progress,1.0,False
L11050,2025-08-31,Zillow,A112,Pooja Reddy,Condo,Oakridge,268288.63,Contacted,False,,,,,Still in progress,4.0,False
L11051,2025-01-22,Referral,A113,Rahul Chawla,Single Family,Lakeview,425133.65,Showing Scheduled,False,,,,,Price too high,22.0,True
L11052,2025-11-22,Social Media,A104,Sneha Rao,Townhouse,Lakeview,290602.97,Offer Made,False,,,,,Still in progress,1.0,False
L11053,2025-09-06,Website,A103,Karan Malhotra,Townhouse,Downtown Core,586543.23,Showing Scheduled,False,,,,,Went cold / unresponsive,2.0,False
L11054,2025-05-07,Zillow,A107,Vikram Singh,Single Family,Maple Grove,423853.48,Contacted,False,,,,,Price too high,20.0,False
L11055,2025-12-01,Website,A114,Tanvi Joshi,Single Family,Maple Grove,415312.75,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L11056,2025-05-12,Social Media,A100,Priya Sharma,Townhouse,Pinecrest,310777.13,Lead (Uncontacted),False,,,,,Never contacted,6.0,False
L11057,2025-06-21,Zillow,A108,Neha Gupta,Single Family,Riverside Heights,550969.36,Showing Completed,False,,,,,Went cold / unresponsive,29.0,True
L11058,2025-06-15,Website,A103,Karan Malhotra,Multi-Family,Downtown Core,733045.59,Contacted,False,,,,,Still in progress,12.0,False
L11059,2025-12-19,Zillow,A110,Ishita Bose,Single Family,Riverside Heights,468035.68,Showing Completed,False,,,,,Changed mind,4.0,False
L11060,2025-05-25,Website,A113,Rahul Chawla,Single Family,Harborview,594725.68,Showing Scheduled,False,,,,,Still in progress,0.0,False
L11061,2025-10-04,Referral,A100,Priya Sharma,Single Family,Sunset Hills,441338.62,Lead (Uncontacted),False,,,,,Never contacted,4.0,False
L11062,2025-12-05,Referral,A104,Sneha Rao,Condo,Lakeview,225137.41,Showing Scheduled,False,,,,,Changed mind,3.0,False
L11063,2025-01-19,Zillow,A109,Aditya Verma,Townhouse,Lakeview,478710.49,Contacted,False,,,,,Changed mind,15.0,False
L11064,2025-04-20,Referral,A104,Sneha Rao,Condo,Downtown Core,393442.75,Contacted,False,,,,,Changed mind,3.0,False
L11065,2025-11-26,Social Media,A110,Ishita Bose,Single Family,Sunset Hills,356021.28,Showing Completed,False,,,,,Changed mind,5.0,False
L11066,2025-04-19,Referral,A111,Sameer Khan,Single Family,Harborview,378646.45,Contacted,False,,,,,Chose competitor,4.0,False
L11067,2025-03-19,Website,A100,Priya Sharma,Townhouse,Sunset Hills,385786.2,Contacted,False,,,,,Chose competitor,3.0,False
L11068,2025-08-06,Website,A108,Neha Gupta,Single Family,Maple Grove,418179.13,Contacted,False,,,,,Changed mind,14.0,False
L11069,2025-04-15,Social Media,A103,Karan Malhotra,Townhouse,Oakridge,235566.46,Contacted,False,,,,,Still in progress,0.0,False
L11070,2025-07-26,Website,A105,Arjun Nair,Single Family,Harborview,580360.85,Contacted,False,,,,,Price too high,31.0,True
L11071,2025-03-27,Referral,A108,Neha Gupta,Multi-Family,Downtown Core,702508.46,Showing Completed,False,,,,,Financing fell through,9.0,False
L11072,2025-09-01,Open House,A104,Sneha Rao,Condo,Maple Grove,320945.48,Closed,True,2025-10-23,52.0,0.028,8986.47,,,False
L11073,2025-06-07,Zillow,A105,Arjun Nair,Single Family,Downtown Core,479425.04,Lead (Uncontacted),False,,,,,Never contacted,11.0,False
L11074,2025-07-17,Website,A112,Pooja Reddy,Single Family,Lakeview,383678.66,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L11075,2025-03-27,Zillow,A109,Aditya Verma,Townhouse,Riverside Heights,448571.75,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L11076,2025-10-03,Zillow,A103,Karan Malhotra,Single Family,Lakeview,377860.28,Showing Scheduled,False,,,,,Chose competitor,0.0,False
L11077,2025-09-30,Referral,A106,Divya Kapoor,Multi-Family,Downtown Core,764049.99,Showing Completed,False,,,,,Chose competitor,3.0,False
L11078,2025-08-19,Walk-in,A100,Priya Sharma,Condo,Harborview,394885.56,Closed,True,2025-10-22,64.0,0.028,11056.8,,,False
L11079,2025-07-30,Zillow,A109,Aditya Verma,Single Family,Sunset Hills,414166.34,Showing Completed,False,,,,,Chose competitor,4.0,False
L11080,2025-09-05,Website,A114,Tanvi Joshi,Multi-Family,Riverside Heights,711060.43,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L11081,2025-12-01,Walk-in,A105,Arjun Nair,Single Family,Harborview,632362.0,Showing Completed,False,,,,,Still in progress,7.0,False
L11082,2025-09-04,Walk-in,A110,Ishita Bose,Condo,Pinecrest,181951.76,Offer Made,False,,,,,Price too high,1.0,False
L11083,2025-12-08,Website,A113,Rahul Chawla,Condo,Harborview,315662.28,Contacted,False,,,,,Financing fell through,2.0,False
L11084,2025-05-15,Social Media,A103,Karan Malhotra,Single Family,Riverside Heights,340686.05,Offer Made,False,,,,,Price too high,0.0,False
L11085,2025-01-08,Referral,A113,Rahul Chawla,Single Family,Pinecrest,473743.18,Showing Scheduled,False,,,,,Still in progress,15.0,False
L11086,2025-04-14,Website,A106,Divya Kapoor,Single Family,Riverside Heights,513320.33,Offer Made,False,,,,,Chose competitor,5.0,False
L11087,2025-11-13,Referral,A112,Pooja Reddy,Single Family,Downtown Core,705148.92,Closed,True,2025-12-11,28.0,0.028,19744.17,,,False
L11088,2025-07-31,Website,A113,Rahul Chawla,Townhouse,Lakeview,438156.6,Showing Completed,False,,,,,Went cold / unresponsive,12.0,False
L11089,2025-08-03,Referral,A114,Tanvi Joshi,Single Family,Downtown Core,576127.43,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L11090,2025-04-27,Walk-in,A106,Divya Kapoor,Townhouse,Sunset Hills,347267.39,Closed,True,2025-05-29,32.0,0.028,9723.49,,,False
L11091,2025-02-13,Referral,A104,Sneha Rao,Single Family,Downtown Core,440306.96,Closed,True,2025-03-27,42.0,0.028,12328.59,,,False
L11092,2025-11-05,Zillow,A104,Sneha Rao,Condo,Sunset Hills,279026.36,Contacted,False,,,,,Went cold / unresponsive,15.0,False
L11093,2025-04-19,Open House,A110,Ishita Bose,Condo,Lakeview,313634.37,Contacted,False,,,,,Financing fell through,18.0,False
L11094,2025-01-10,Referral,A112,Pooja Reddy,Condo,Pinecrest,260994.71,Closed,True,2025-04-05,85.0,0.028,7307.85,,,False
L11095,2025-03-26,Open House,A113,Rahul Chawla,Single Family,Maple Grove,325887.0,Contacted,False,,,,,Went cold / unresponsive,17.0,False
L11096,2025-08-17,Zillow,A101,Rohan Mehta,Condo,Lakeview,257451.38,Showing Scheduled,False,,,,,Price too high,32.0,True
L11097,2025-08-07,Website,A112,Pooja Reddy,Single Family,Harborview,567296.2,Showing Scheduled,False,,,,,Went cold / unresponsive,8.0,False
L11098,2025-10-12,Website,A106,Divya Kapoor,Townhouse,Pinecrest,322285.26,Offer Made,False,,,,,Chose competitor,2.0,False
L11099,2025-05-17,Zillow,A108,Neha Gupta,Single Family,Pinecrest,392421.62,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L11100,2025-08-08,Website,A112,Pooja Reddy,Single Family,Lakeview,403936.0,Lead (Uncontacted),False,,,,,Never contacted,5.0,False
L11101,2025-09-28,Website,A102,Ananya Iyer,Condo,Pinecrest,268958.99,Showing Completed,False,,,,,Still in progress,11.0,False
L11102,2025-11-05,Open House,A108,Neha Gupta,Multi-Family,Maple Grove,667203.78,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L11103,2025-05-23,Zillow,A114,Tanvi Joshi,Condo,Maple Grove,299383.76,Contacted,False,,,,,Still in progress,21.0,False
L11104,2025-07-02,Referral,A104,Sneha Rao,Single Family,Downtown Core,570904.32,Contacted,False,,,,,Chose competitor,13.0,False
L11105,2025-10-28,Website,A105,Arjun Nair,Single Family,Pinecrest,368067.83,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L11106,2025-11-01,Zillow,A103,Karan Malhotra,Condo,Harborview,407071.96,Showing Completed,False,,,,,Chose competitor,2.0,False
L11107,2025-10-19,Zillow,A109,Aditya Verma,Condo,Harborview,418660.9,Offer Made,False,,,,,Price too high,1.0,False
L11108,2025-02-14,Social Media,A108,Neha Gupta,Townhouse,Riverside Heights,464921.4,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L11109,2025-11-10,Zillow,A107,Vikram Singh,Single Family,Oakridge,259120.94,Offer Made,False,,,,,Price too high,21.0,False
L11110,2025-02-08,Walk-in,A107,Vikram Singh,Townhouse,Downtown Core,445842.55,Contacted,False,,,,,Price too high,29.0,True
L11111,2025-12-17,Website,A104,Sneha Rao,Condo,Maple Grove,287258.04,Offer Made,False,,,,,Went cold / unresponsive,7.0,False
L11112,2025-04-26,Social Media,A104,Sneha Rao,Condo,Oakridge,225983.01,Showing Completed,False,,,,,Chose competitor,25.0,True
L11113,2025-07-16,Referral,A104,Sneha Rao,Single Family,Downtown Core,746859.55,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L11114,2025-07-09,Referral,A112,Pooja Reddy,Townhouse,Maple Grove,291985.07,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L11115,2025-06-10,Walk-in,A104,Sneha Rao,Single Family,Maple Grove,322081.97,Closed,True,2025-08-09,60.0,0.028,9018.3,,,False
L11116,2025-09-04,Walk-in,A106,Divya Kapoor,Single Family,Harborview,386046.82,Contacted,False,,,,,Price too high,19.0,False
L11117,2025-02-01,Website,A110,Ishita Bose,Townhouse,Riverside Heights,472741.05,Showing Scheduled,False,,,,,Still in progress,0.0,False
L11118,2025-08-26,Zillow,A107,Vikram Singh,Condo,Maple Grove,242168.04,Contacted,False,,,,,Went cold / unresponsive,5.0,False
L11119,2025-11-12,Referral,A102,Ananya Iyer,Condo,Riverside Heights,420104.67,Contacted,False,,,,,Went cold / unresponsive,15.0,False
L11120,2025-09-03,Walk-in,A104,Sneha Rao,Condo,Lakeview,227493.25,Closed,True,2025-09-21,18.0,0.028,6369.81,,,False
L11121,2025-06-21,Open House,A107,Vikram Singh,Single Family,Oakridge,345621.1,Offer Made,False,,,,,Went cold / unresponsive,26.0,True
L11122,2025-10-10,Open House,A104,Sneha Rao,Condo,Lakeview,316049.76,Closed,True,2025-11-29,50.0,0.028,8849.39,,,False
L11123,2025-10-17,Social Media,A114,Tanvi Joshi,Single Family,Maple Grove,327819.83,Showing Completed,False,,,,,Chose competitor,5.0,False
L11124,2025-11-19,Referral,A110,Ishita Bose,Single Family,Lakeview,503676.98,Showing Scheduled,False,,,,,Price too high,17.0,False
L11125,2025-06-30,Zillow,A104,Sneha Rao,Single Family,Pinecrest,332800.44,Contacted,False,,,,,Still in progress,3.0,False
L11126,2025-11-17,Social Media,A112,Pooja Reddy,Multi-Family,Pinecrest,444901.13,Contacted,False,,,,,Price too high,1.0,False
L11127,2025-07-15,Social Media,A100,Priya Sharma,Townhouse,Riverside Heights,282197.41,Showing Completed,False,,,,,Still in progress,20.0,False
L11128,2025-08-25,Zillow,A101,Rohan Mehta,Multi-Family,Lakeview,541445.0,Contacted,False,,,,,Financing fell through,10.0,False
L11129,2025-11-21,Website,A113,Rahul Chawla,Multi-Family,Downtown Core,861182.81,Contacted,False,,,,,Price too high,0.0,False
L11130,2025-11-14,Social Media,A102,Ananya Iyer,Single Family,Oakridge,384069.36,Contacted,False,,,,,Went cold / unresponsive,12.0,False
L11131,2025-11-16,Referral,A110,Ishita Bose,Townhouse,Harborview,509374.59,Showing Scheduled,False,,,,,Went cold / unresponsive,13.0,False
L11132,2025-07-15,Website,A106,Divya Kapoor,Townhouse,Downtown Core,394999.24,Showing Completed,False,,,,,Still in progress,8.0,False
L11133,2025-03-11,Zillow,A102,Ananya Iyer,Townhouse,Downtown Core,486810.63,Lead (Uncontacted),False,,,,,Never contacted,28.0,True
L11134,2025-06-08,Referral,A102,Ananya Iyer,Single Family,Maple Grove,351674.11,Showing Scheduled,False,,,,,Went cold / unresponsive,5.0,False
L11135,2025-08-26,Walk-in,A112,Pooja Reddy,Single Family,Maple Grove,315268.52,Showing Completed,False,,,,,Went cold / unresponsive,25.0,True
L11136,2025-09-21,Zillow,A101,Rohan Mehta,Condo,Riverside Heights,319668.24,Showing Completed,False,,,,,Chose competitor,9.0,False
L11137,2025-05-08,Referral,A114,Tanvi Joshi,Multi-Family,Harborview,818763.83,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L11138,2025-09-14,Referral,A107,Vikram Singh,Single Family,Sunset Hills,479532.34,Contacted,False,,,,,Still in progress,15.0,False
L11139,2025-01-30,Referral,A101,Rohan Mehta,Single Family,Maple Grove,297477.39,Showing Completed,False,,,,,Price too high,2.0,False
L11140,2025-06-21,Referral,A112,Pooja Reddy,Single Family,Maple Grove,396798.28,Showing Completed,False,,,,,Changed mind,31.0,True
L11141,2025-07-11,Zillow,A109,Aditya Verma,Condo,Harborview,440212.44,Contacted,False,,,,,Chose competitor,6.0,False
L11142,2025-10-22,Zillow,A108,Neha Gupta,Townhouse,Downtown Core,422388.01,Lead (Uncontacted),False,,,,,Never contacted,54.0,True
L11143,2025-07-23,Website,A103,Karan Malhotra,Single Family,Sunset Hills,552034.69,Contacted,False,,,,,Still in progress,9.0,False
L11144,2025-12-24,Referral,A101,Rohan Mehta,Single Family,Pinecrest,421335.23,Showing Scheduled,False,,,,,Chose competitor,20.0,False
L11145,2025-10-01,Referral,A100,Priya Sharma,Condo,Harborview,332869.79,Closed,True,2025-11-22,52.0,0.028,9320.35,,,False
L11146,2025-11-28,Zillow,A101,Rohan Mehta,Condo,Sunset Hills,251156.72,Showing Scheduled,False,,,,,Still in progress,17.0,False
L11147,2025-05-24,Zillow,A104,Sneha Rao,Condo,Oakridge,258178.12,Contacted,False,,,,,Still in progress,3.0,False
L11148,2025-12-13,Referral,A110,Ishita Bose,Single Family,Lakeview,388803.83,Showing Completed,False,,,,,Went cold / unresponsive,7.0,False
L11149,2025-01-25,Zillow,A109,Aditya Verma,Single Family,Riverside Heights,498365.66,Showing Scheduled,False,,,,,Financing fell through,24.0,True
L11150,2025-08-11,Zillow,A104,Sneha Rao,Single Family,Harborview,483407.78,Showing Completed,False,,,,,Chose competitor,1.0,False
L11151,2025-04-28,Walk-in,A113,Rahul Chawla,Single Family,Oakridge,389424.19,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
